__run_id,__done,generation,model_size,task
run_81_repetition_3,DONE,4-maverick,17B,CB
run_48_repetition_12,DONE,3.2,1B,BoolQ
run_58_repetition_15,DONE,3.2,3B,COPA
run_83_repetition_16,DONE,4-maverick,17B,MultiRC
run_84_repetition_27,DONE,4-maverick,17B,ReCoRD
run_16_repetition_29,DONE,2,6.7B,BoolQ
run_85_repetition_11,DONE,4-maverick,17B,RTE
run_3_repetition_9,DONE,1,6.7B,MultiRC
run_63_repetition_23,DONE,3.2,3B,WSC
run_30_repetition_25,DONE,2,13B,WiC
run_2_repetition_4,DONE,1,6.7B,COPA
run_41_repetition_26,DONE,3.1,8B,CB
run_42_repetition_26,DONE,3.1,8B,COPA
run_73_repetition_24,DONE,4-scout,17B,CB
run_3_repetition_4,DONE,1,6.7B,MultiRC
run_20_repetition_4,DONE,2,6.7B,ReCoRD
run_54_repetition_4,DONE,3.2,1B,WiC
run_6_repetition_3,DONE,1,6.7B,WiC
run_34_repetition_22,DONE,3,8B,COPA
run_83_repetition_8,DONE,4-maverick,17B,MultiRC
run_5_repetition_0,DONE,1,6.7B,RTE
run_51_repetition_1,DONE,3.2,1B,MultiRC
run_11_repetition_6,DONE,1,13B,MultiRC
run_25_repetition_28,DONE,2,13B,CB
run_77_repetition_18,DONE,4-scout,17B,RTE
run_77_repetition_0,DONE,4-scout,17B,RTE
run_31_repetition_24,DONE,2,13B,WSC
run_61_repetition_19,DONE,3.2,3B,RTE
run_33_repetition_5,DONE,3,8B,CB
run_35_repetition_21,DONE,3,8B,MultiRC
run_14_repetition_6,DONE,1,13B,WiC
run_45_repetition_18,DONE,3.1,8B,RTE
run_41_repetition_13,DONE,3.1,8B,CB
run_66_repetition_6,DONE,3.2,11B,COPA
run_41_repetition_16,DONE,3.1,8B,CB
run_37_repetition_24,DONE,3,8B,RTE
run_55_repetition_6,DONE,3.2,1B,WSC
run_71_repetition_13,DONE,3.2,11B,WSC
run_73_repetition_5,DONE,4-scout,17B,CB
run_25_repetition_20,DONE,2,13B,CB
run_76_repetition_16,DONE,4-scout,17B,ReCoRD
run_30_repetition_24,DONE,2,13B,WiC
run_39_repetition_4,DONE,3,8B,WSC
run_47_repetition_2,DONE,3.1,8B,WSC
run_46_repetition_27,DONE,3.1,8B,WiC
run_30_repetition_22,DONE,2,13B,WiC
run_9_repetition_20,DONE,1,13B,CB
run_84_repetition_6,DONE,4-maverick,17B,ReCoRD
run_60_repetition_20,DONE,3.2,3B,ReCoRD
run_8_repetition_10,DONE,1,13B,BoolQ
run_41_repetition_0,DONE,3.1,8B,CB
run_9_repetition_22,DONE,1,13B,CB
run_36_repetition_5,DONE,3,8B,ReCoRD
run_51_repetition_10,DONE,3.2,1B,MultiRC
run_23_repetition_26,DONE,2,6.7B,WSC
run_33_repetition_13,DONE,3,8B,CB
run_10_repetition_22,DONE,1,13B,COPA
run_40_repetition_10,DONE,3.1,8B,BoolQ
run_55_repetition_1,DONE,3.2,1B,WSC
run_6_repetition_25,DONE,1,6.7B,WiC
run_4_repetition_22,DONE,1,6.7B,ReCoRD
run_38_repetition_29,DONE,3,8B,WiC
run_18_repetition_19,DONE,2,6.7B,COPA
run_23_repetition_16,DONE,2,6.7B,WSC
run_21_repetition_1,DONE,2,6.7B,RTE
run_28_repetition_10,DONE,2,13B,ReCoRD
run_4_repetition_12,DONE,1,6.7B,ReCoRD
run_80_repetition_18,DONE,4-maverick,17B,BoolQ
run_24_repetition_1,DONE,2,13B,BoolQ
run_69_repetition_11,DONE,3.2,11B,RTE
run_38_repetition_7,DONE,3,8B,WiC
run_54_repetition_18,DONE,3.2,1B,WiC
run_28_repetition_12,DONE,2,13B,ReCoRD
run_84_repetition_10,DONE,4-maverick,17B,ReCoRD
run_1_repetition_29,DONE,1,6.7B,CB
run_82_repetition_21,DONE,4-maverick,17B,COPA
run_6_repetition_0,DONE,1,6.7B,WiC
run_23_repetition_0,DONE,2,6.7B,WSC
run_38_repetition_0,DONE,3,8B,WiC
run_25_repetition_1,DONE,2,13B,CB
run_64_repetition_1,DONE,3.2,11B,BoolQ
run_22_repetition_21,DONE,2,6.7B,WiC
run_0_repetition_21,DONE,1,6.7B,BoolQ
run_22_repetition_9,DONE,2,6.7B,WiC
run_74_repetition_6,DONE,4-scout,17B,COPA
run_20_repetition_12,DONE,2,6.7B,ReCoRD
run_30_repetition_9,DONE,2,13B,WiC
run_44_repetition_7,DONE,3.1,8B,ReCoRD
run_81_repetition_14,DONE,4-maverick,17B,CB
run_13_repetition_21,DONE,1,13B,RTE
run_42_repetition_10,DONE,3.1,8B,COPA
run_19_repetition_7,DONE,2,6.7B,MultiRC
run_39_repetition_20,DONE,3,8B,WSC
run_86_repetition_3,DONE,4-maverick,17B,WiC
run_4_repetition_6,DONE,1,6.7B,ReCoRD
run_8_repetition_0,DONE,1,13B,BoolQ
run_50_repetition_12,DONE,3.2,1B,COPA
run_58_repetition_2,DONE,3.2,3B,COPA
run_82_repetition_1,DONE,4-maverick,17B,COPA
run_57_repetition_23,DONE,3.2,3B,CB
run_21_repetition_22,DONE,2,6.7B,RTE
run_75_repetition_24,DONE,4-scout,17B,MultiRC
run_63_repetition_13,DONE,3.2,3B,WSC
run_15_repetition_8,DONE,1,13B,WSC
run_19_repetition_4,DONE,2,6.7B,MultiRC
run_40_repetition_5,DONE,3.1,8B,BoolQ
run_8_repetition_21,DONE,1,13B,BoolQ
run_8_repetition_18,DONE,1,13B,BoolQ
run_75_repetition_20,DONE,4-scout,17B,MultiRC
run_10_repetition_5,DONE,1,13B,COPA
run_19_repetition_1,DONE,2,6.7B,MultiRC
run_82_repetition_0,DONE,4-maverick,17B,COPA
run_20_repetition_19,DONE,2,6.7B,ReCoRD
run_14_repetition_16,DONE,1,13B,WiC
run_81_repetition_20,DONE,4-maverick,17B,CB
run_37_repetition_15,DONE,3,8B,RTE
run_13_repetition_20,DONE,1,13B,RTE
run_59_repetition_0,DONE,3.2,3B,MultiRC
run_39_repetition_29,DONE,3,8B,WSC
run_37_repetition_0,DONE,3,8B,RTE
run_87_repetition_9,DONE,4-maverick,17B,WSC
run_17_repetition_16,DONE,2,6.7B,CB
run_36_repetition_16,DONE,3,8B,ReCoRD
run_80_repetition_29,DONE,4-maverick,17B,BoolQ
run_51_repetition_29,DONE,3.2,1B,MultiRC
run_71_repetition_15,DONE,3.2,11B,WSC
run_61_repetition_11,DONE,3.2,3B,RTE
run_82_repetition_18,DONE,4-maverick,17B,COPA
run_56_repetition_20,DONE,3.2,3B,BoolQ
run_66_repetition_0,DONE,3.2,11B,COPA
run_32_repetition_24,DONE,3,8B,BoolQ
run_21_repetition_25,DONE,2,6.7B,RTE
run_5_repetition_4,DONE,1,6.7B,RTE
run_31_repetition_21,DONE,2,13B,WSC
run_75_repetition_12,DONE,4-scout,17B,MultiRC
run_66_repetition_21,DONE,3.2,11B,COPA
run_78_repetition_18,DONE,4-scout,17B,WiC
run_53_repetition_12,DONE,3.2,1B,RTE
run_28_repetition_1,DONE,2,13B,ReCoRD
run_43_repetition_3,DONE,3.1,8B,MultiRC
run_44_repetition_8,DONE,3.1,8B,ReCoRD
run_27_repetition_17,DONE,2,13B,MultiRC
run_27_repetition_7,DONE,2,13B,MultiRC
run_87_repetition_15,DONE,4-maverick,17B,WSC
run_58_repetition_25,DONE,3.2,3B,COPA
run_66_repetition_2,DONE,3.2,11B,COPA
run_38_repetition_22,DONE,3,8B,WiC
run_70_repetition_19,DONE,3.2,11B,WiC
run_42_repetition_18,DONE,3.1,8B,COPA
run_21_repetition_9,DONE,2,6.7B,RTE
run_1_repetition_20,DONE,1,6.7B,CB
run_49_repetition_7,DONE,3.2,1B,CB
run_71_repetition_5,DONE,3.2,11B,WSC
run_25_repetition_6,DONE,2,13B,CB
run_25_repetition_23,DONE,2,13B,CB
run_3_repetition_24,DONE,1,6.7B,MultiRC
run_62_repetition_28,DONE,3.2,3B,WiC
run_12_repetition_22,DONE,1,13B,ReCoRD
run_37_repetition_21,DONE,3,8B,RTE
run_19_repetition_23,DONE,2,6.7B,MultiRC
run_63_repetition_17,DONE,3.2,3B,WSC
run_57_repetition_26,DONE,3.2,3B,CB
run_49_repetition_6,DONE,3.2,1B,CB
run_74_repetition_27,DONE,4-scout,17B,COPA
run_70_repetition_13,DONE,3.2,11B,WiC
run_74_repetition_24,DONE,4-scout,17B,COPA
run_81_repetition_21,DONE,4-maverick,17B,CB
run_70_repetition_5,DONE,3.2,11B,WiC
run_61_repetition_3,DONE,3.2,3B,RTE
run_1_repetition_16,DONE,1,6.7B,CB
run_29_repetition_3,DONE,2,13B,RTE
run_78_repetition_26,DONE,4-scout,17B,WiC
run_65_repetition_26,DONE,3.2,11B,CB
run_11_repetition_24,DONE,1,13B,MultiRC
run_13_repetition_27,DONE,1,13B,RTE
run_37_repetition_25,DONE,3,8B,RTE
run_15_repetition_0,DONE,1,13B,WSC
run_32_repetition_5,DONE,3,8B,BoolQ
run_63_repetition_7,DONE,3.2,3B,WSC
run_55_repetition_18,DONE,3.2,1B,WSC
run_10_repetition_1,DONE,1,13B,COPA
run_50_repetition_20,DONE,3.2,1B,COPA
run_50_repetition_10,DONE,3.2,1B,COPA
run_13_repetition_7,DONE,1,13B,RTE
run_32_repetition_19,DONE,3,8B,BoolQ
run_53_repetition_21,DONE,3.2,1B,RTE
run_79_repetition_7,DONE,4-scout,17B,WSC
run_54_repetition_7,DONE,3.2,1B,WiC
run_26_repetition_11,DONE,2,13B,COPA
run_28_repetition_22,DONE,2,13B,ReCoRD
run_29_repetition_14,DONE,2,13B,RTE
run_56_repetition_27,DONE,3.2,3B,BoolQ
run_34_repetition_29,DONE,3,8B,COPA
run_54_repetition_25,DONE,3.2,1B,WiC
run_0_repetition_11,DONE,1,6.7B,BoolQ
run_45_repetition_16,DONE,3.1,8B,RTE
run_80_repetition_20,DONE,4-maverick,17B,BoolQ
run_62_repetition_7,DONE,3.2,3B,WiC
run_28_repetition_21,DONE,2,13B,ReCoRD
run_19_repetition_26,DONE,2,6.7B,MultiRC
run_0_repetition_15,DONE,1,6.7B,BoolQ
run_29_repetition_26,DONE,2,13B,RTE
run_40_repetition_0,DONE,3.1,8B,BoolQ
run_3_repetition_12,DONE,1,6.7B,MultiRC
run_83_repetition_18,DONE,4-maverick,17B,MultiRC
run_67_repetition_15,DONE,3.2,11B,MultiRC
run_45_repetition_11,DONE,3.1,8B,RTE
run_42_repetition_13,DONE,3.1,8B,COPA
run_72_repetition_0,DONE,4-scout,17B,BoolQ
run_46_repetition_14,DONE,3.1,8B,WiC
run_85_repetition_29,DONE,4-maverick,17B,RTE
run_25_repetition_15,DONE,2,13B,CB
run_61_repetition_2,DONE,3.2,3B,RTE
run_44_repetition_12,DONE,3.1,8B,ReCoRD
run_67_repetition_11,DONE,3.2,11B,MultiRC
run_6_repetition_21,DONE,1,6.7B,WiC
run_17_repetition_11,DONE,2,6.7B,CB
run_62_repetition_16,DONE,3.2,3B,WiC
run_83_repetition_19,DONE,4-maverick,17B,MultiRC
run_72_repetition_19,DONE,4-scout,17B,BoolQ
run_71_repetition_16,DONE,3.2,11B,WSC
run_49_repetition_3,DONE,3.2,1B,CB
run_77_repetition_23,DONE,4-scout,17B,RTE
run_78_repetition_23,DONE,4-scout,17B,WiC
run_54_repetition_20,DONE,3.2,1B,WiC
run_21_repetition_12,DONE,2,6.7B,RTE
run_74_repetition_7,DONE,4-scout,17B,COPA
run_53_repetition_25,DONE,3.2,1B,RTE
run_26_repetition_10,DONE,2,13B,COPA
run_27_repetition_12,DONE,2,13B,MultiRC
run_86_repetition_1,DONE,4-maverick,17B,WiC
run_21_repetition_24,DONE,2,6.7B,RTE
run_87_repetition_0,DONE,4-maverick,17B,WSC
run_76_repetition_12,DONE,4-scout,17B,ReCoRD
run_31_repetition_6,DONE,2,13B,WSC
run_77_repetition_14,DONE,4-scout,17B,RTE
run_68_repetition_2,DONE,3.2,11B,ReCoRD
run_63_repetition_6,DONE,3.2,3B,WSC
run_26_repetition_19,DONE,2,13B,COPA
run_59_repetition_10,DONE,3.2,3B,MultiRC
run_55_repetition_9,DONE,3.2,1B,WSC
run_85_repetition_9,DONE,4-maverick,17B,RTE
run_39_repetition_18,DONE,3,8B,WSC
run_48_repetition_8,DONE,3.2,1B,BoolQ
run_80_repetition_25,DONE,4-maverick,17B,BoolQ
run_30_repetition_8,DONE,2,13B,WiC
run_58_repetition_22,DONE,3.2,3B,COPA
run_67_repetition_21,DONE,3.2,11B,MultiRC
run_69_repetition_28,DONE,3.2,11B,RTE
run_73_repetition_17,DONE,4-scout,17B,CB
run_44_repetition_2,DONE,3.1,8B,ReCoRD
run_34_repetition_14,DONE,3,8B,COPA
run_60_repetition_3,DONE,3.2,3B,ReCoRD
run_56_repetition_4,DONE,3.2,3B,BoolQ
run_51_repetition_24,DONE,3.2,1B,MultiRC
run_38_repetition_9,DONE,3,8B,WiC
run_23_repetition_8,DONE,2,6.7B,WSC
run_87_repetition_7,DONE,4-maverick,17B,WSC
run_52_repetition_7,DONE,3.2,1B,ReCoRD
run_20_repetition_23,DONE,2,6.7B,ReCoRD
run_1_repetition_3,DONE,1,6.7B,CB
run_65_repetition_23,DONE,3.2,11B,CB
run_31_repetition_15,DONE,2,13B,WSC
run_51_repetition_6,DONE,3.2,1B,MultiRC
run_35_repetition_2,DONE,3,8B,MultiRC
run_67_repetition_17,DONE,3.2,11B,MultiRC
run_26_repetition_1,DONE,2,13B,COPA
run_40_repetition_2,DONE,3.1,8B,BoolQ
run_61_repetition_20,DONE,3.2,3B,RTE
run_73_repetition_27,DONE,4-scout,17B,CB
run_65_repetition_9,DONE,3.2,11B,CB
run_27_repetition_29,DONE,2,13B,MultiRC
run_29_repetition_12,DONE,2,13B,RTE
run_37_repetition_12,DONE,3,8B,RTE
run_16_repetition_20,DONE,2,6.7B,BoolQ
run_47_repetition_20,DONE,3.1,8B,WSC
run_76_repetition_7,DONE,4-scout,17B,ReCoRD
run_33_repetition_3,DONE,3,8B,CB
run_42_repetition_11,DONE,3.1,8B,COPA
run_3_repetition_15,DONE,1,6.7B,MultiRC
run_84_repetition_19,DONE,4-maverick,17B,ReCoRD
run_66_repetition_15,DONE,3.2,11B,COPA
run_0_repetition_28,DONE,1,6.7B,BoolQ
run_37_repetition_18,DONE,3,8B,RTE
run_2_repetition_24,DONE,1,6.7B,COPA
run_35_repetition_14,DONE,3,8B,MultiRC
run_38_repetition_4,DONE,3,8B,WiC
run_14_repetition_25,DONE,1,13B,WiC
run_64_repetition_19,DONE,3.2,11B,BoolQ
run_18_repetition_8,DONE,2,6.7B,COPA
run_40_repetition_14,DONE,3.1,8B,BoolQ
run_54_repetition_8,DONE,3.2,1B,WiC
run_13_repetition_13,DONE,1,13B,RTE
run_2_repetition_25,DONE,1,6.7B,COPA
run_36_repetition_9,DONE,3,8B,ReCoRD
run_50_repetition_27,DONE,3.2,1B,COPA
run_49_repetition_10,DONE,3.2,1B,CB
run_35_repetition_1,DONE,3,8B,MultiRC
run_9_repetition_0,DONE,1,13B,CB
run_45_repetition_8,DONE,3.1,8B,RTE
run_40_repetition_29,DONE,3.1,8B,BoolQ
run_13_repetition_9,DONE,1,13B,RTE
run_15_repetition_22,DONE,1,13B,WSC
run_52_repetition_29,DONE,3.2,1B,ReCoRD
run_38_repetition_20,DONE,3,8B,WiC
run_3_repetition_23,DONE,1,6.7B,MultiRC
run_77_repetition_19,DONE,4-scout,17B,RTE
run_52_repetition_23,DONE,3.2,1B,ReCoRD
run_42_repetition_5,DONE,3.1,8B,COPA
run_44_repetition_19,DONE,3.1,8B,ReCoRD
run_15_repetition_17,DONE,1,13B,WSC
run_19_repetition_25,DONE,2,6.7B,MultiRC
run_3_repetition_18,DONE,1,6.7B,MultiRC
run_29_repetition_27,DONE,2,13B,RTE
run_60_repetition_10,DONE,3.2,3B,ReCoRD
run_65_repetition_29,DONE,3.2,11B,CB
run_70_repetition_12,DONE,3.2,11B,WiC
run_73_repetition_25,DONE,4-scout,17B,CB
run_20_repetition_11,DONE,2,6.7B,ReCoRD
run_43_repetition_14,DONE,3.1,8B,MultiRC
run_36_repetition_21,DONE,3,8B,ReCoRD
run_43_repetition_20,DONE,3.1,8B,MultiRC
run_79_repetition_27,DONE,4-scout,17B,WSC
run_5_repetition_20,DONE,1,6.7B,RTE
run_64_repetition_26,DONE,3.2,11B,BoolQ
run_25_repetition_4,DONE,2,13B,CB
run_53_repetition_16,DONE,3.2,1B,RTE
run_73_repetition_4,DONE,4-scout,17B,CB
run_4_repetition_26,DONE,1,6.7B,ReCoRD
run_71_repetition_26,DONE,3.2,11B,WSC
run_40_repetition_16,DONE,3.1,8B,BoolQ
run_79_repetition_24,DONE,4-scout,17B,WSC
run_63_repetition_21,DONE,3.2,3B,WSC
run_13_repetition_15,DONE,1,13B,RTE
run_28_repetition_28,DONE,2,13B,ReCoRD
run_11_repetition_13,DONE,1,13B,MultiRC
run_6_repetition_26,DONE,1,6.7B,WiC
run_67_repetition_19,DONE,3.2,11B,MultiRC
run_84_repetition_15,DONE,4-maverick,17B,ReCoRD
run_60_repetition_5,DONE,3.2,3B,ReCoRD
run_42_repetition_29,DONE,3.1,8B,COPA
run_3_repetition_3,DONE,1,6.7B,MultiRC
run_36_repetition_24,DONE,3,8B,ReCoRD
run_19_repetition_13,DONE,2,6.7B,MultiRC
run_61_repetition_13,DONE,3.2,3B,RTE
run_13_repetition_19,DONE,1,13B,RTE
run_26_repetition_9,DONE,2,13B,COPA
run_76_repetition_9,DONE,4-scout,17B,ReCoRD
run_62_repetition_12,DONE,3.2,3B,WiC
run_22_repetition_0,DONE,2,6.7B,WiC
run_58_repetition_21,DONE,3.2,3B,COPA
run_32_repetition_23,DONE,3,8B,BoolQ
run_56_repetition_7,DONE,3.2,3B,BoolQ
run_68_repetition_16,DONE,3.2,11B,ReCoRD
run_87_repetition_18,DONE,4-maverick,17B,WSC
run_87_repetition_16,DONE,4-maverick,17B,WSC
run_42_repetition_25,DONE,3.1,8B,COPA
run_4_repetition_28,DONE,1,6.7B,ReCoRD
run_29_repetition_11,DONE,2,13B,RTE
run_28_repetition_17,DONE,2,13B,ReCoRD
run_32_repetition_1,DONE,3,8B,BoolQ
run_66_repetition_12,DONE,3.2,11B,COPA
run_78_repetition_4,DONE,4-scout,17B,WiC
run_59_repetition_9,DONE,3.2,3B,MultiRC
run_35_repetition_7,DONE,3,8B,MultiRC
run_24_repetition_23,DONE,2,13B,BoolQ
run_63_repetition_5,DONE,3.2,3B,WSC
run_45_repetition_21,DONE,3.1,8B,RTE
run_56_repetition_5,DONE,3.2,3B,BoolQ
run_67_repetition_18,DONE,3.2,11B,MultiRC
run_57_repetition_24,DONE,3.2,3B,CB
run_32_repetition_25,DONE,3,8B,BoolQ
run_78_repetition_29,DONE,4-scout,17B,WiC
run_78_repetition_12,DONE,4-scout,17B,WiC
run_76_repetition_26,DONE,4-scout,17B,ReCoRD
run_12_repetition_0,DONE,1,13B,ReCoRD
run_45_repetition_19,DONE,3.1,8B,RTE
run_48_repetition_4,DONE,3.2,1B,BoolQ
run_58_repetition_17,DONE,3.2,3B,COPA
run_70_repetition_25,DONE,3.2,11B,WiC
run_85_repetition_22,DONE,4-maverick,17B,RTE
run_38_repetition_1,DONE,3,8B,WiC
run_72_repetition_13,DONE,4-scout,17B,BoolQ
run_23_repetition_12,DONE,2,6.7B,WSC
run_77_repetition_25,DONE,4-scout,17B,RTE
run_41_repetition_12,DONE,3.1,8B,CB
run_41_repetition_19,DONE,3.1,8B,CB
run_76_repetition_13,DONE,4-scout,17B,ReCoRD
run_29_repetition_17,DONE,2,13B,RTE
run_36_repetition_4,DONE,3,8B,ReCoRD
run_19_repetition_8,DONE,2,6.7B,MultiRC
run_6_repetition_28,DONE,1,6.7B,WiC
run_75_repetition_16,DONE,4-scout,17B,MultiRC
run_40_repetition_6,DONE,3.1,8B,BoolQ
run_81_repetition_8,DONE,4-maverick,17B,CB
run_19_repetition_9,DONE,2,6.7B,MultiRC
run_48_repetition_25,DONE,3.2,1B,BoolQ
run_26_repetition_24,DONE,2,13B,COPA
run_12_repetition_6,DONE,1,13B,ReCoRD
run_75_repetition_15,DONE,4-scout,17B,MultiRC
run_65_repetition_2,DONE,3.2,11B,CB
run_86_repetition_23,DONE,4-maverick,17B,WiC
run_4_repetition_16,DONE,1,6.7B,ReCoRD
run_86_repetition_9,DONE,4-maverick,17B,WiC
run_23_repetition_9,DONE,2,6.7B,WSC
run_71_repetition_17,DONE,3.2,11B,WSC
run_82_repetition_17,DONE,4-maverick,17B,COPA
run_15_repetition_9,DONE,1,13B,WSC
run_55_repetition_13,DONE,3.2,1B,WSC
run_49_repetition_26,DONE,3.2,1B,CB
run_54_repetition_21,DONE,3.2,1B,WiC
run_47_repetition_10,DONE,3.1,8B,WSC
run_59_repetition_27,DONE,3.2,3B,MultiRC
run_1_repetition_24,DONE,1,6.7B,CB
run_67_repetition_5,DONE,3.2,11B,MultiRC
run_72_repetition_1,DONE,4-scout,17B,BoolQ
run_10_repetition_12,DONE,1,13B,COPA
run_39_repetition_1,DONE,3,8B,WSC
run_33_repetition_16,DONE,3,8B,CB
run_8_repetition_6,DONE,1,13B,BoolQ
run_6_repetition_27,DONE,1,6.7B,WiC
run_7_repetition_8,DONE,1,6.7B,WSC
run_74_repetition_15,DONE,4-scout,17B,COPA
run_26_repetition_25,DONE,2,13B,COPA
run_2_repetition_18,DONE,1,6.7B,COPA
run_48_repetition_9,DONE,3.2,1B,BoolQ
run_50_repetition_3,DONE,3.2,1B,COPA
run_9_repetition_27,DONE,1,13B,CB
run_85_repetition_25,DONE,4-maverick,17B,RTE
run_21_repetition_11,DONE,2,6.7B,RTE
run_50_repetition_26,DONE,3.2,1B,COPA
run_11_repetition_19,DONE,1,13B,MultiRC
run_85_repetition_6,DONE,4-maverick,17B,RTE
run_13_repetition_14,DONE,1,13B,RTE
run_4_repetition_20,DONE,1,6.7B,ReCoRD
run_25_repetition_0,DONE,2,13B,CB
run_33_repetition_28,DONE,3,8B,CB
run_16_repetition_19,DONE,2,6.7B,BoolQ
run_0_repetition_12,DONE,1,6.7B,BoolQ
run_36_repetition_1,DONE,3,8B,ReCoRD
run_87_repetition_12,DONE,4-maverick,17B,WSC
run_25_repetition_10,DONE,2,13B,CB
run_0_repetition_26,DONE,1,6.7B,BoolQ
run_49_repetition_11,DONE,3.2,1B,CB
run_50_repetition_28,DONE,3.2,1B,COPA
run_31_repetition_8,DONE,2,13B,WSC
run_6_repetition_24,DONE,1,6.7B,WiC
run_10_repetition_2,DONE,1,13B,COPA
run_63_repetition_3,DONE,3.2,3B,WSC
